order_details_id,order_id,pizza_id,quantity,date,time,pizza_type_id,size,price,name,category,ingredients,ingredient_list
486,206,spicy_ital_l,1,2015-01-04,11:45:10,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
487,207,spicy_ital_l,1,2015-01-04,12:03:58,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
488,208,bbq_ckn_l,1,2015-01-04,12:12:05,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
489,208,bbq_ckn_s,1,2015-01-04,12:12:05,bbq_ckn,S,12.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
490,208,ckn_alfredo_m,1,2015-01-04,12:12:05,ckn_alfredo,M,16.75,"The Chicken Alfredo Pizza",Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","['Chicken', 'Red Onions', 'Red Peppers', 'Mushrooms', 'Asiago Cheese', 'Alfredo Sauce']"
491,208,pepperoni_m,1,2015-01-04,12:12:05,pepperoni,M,12.5,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
492,208,the_greek_m,1,2015-01-04,12:12:05,the_greek,M,16,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
493,209,cali_ckn_l,1,2015-01-04,12:29:17,cali_ckn,L,20.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
494,210,spinach_fet_s,1,2015-01-04,12:34:13,spinach_fet,S,12,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
495,211,pepperoni_s,1,2015-01-04,12:54:20,pepperoni,S,9.75,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
496,212,ital_cpcllo_l,1,2015-01-04,13:16:03,ital_cpcllo,L,20.5,"The Italian Capocollo Pizza",Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","['Capocollo', 'Red Peppers', 'Tomatoes', 'Goat Cheese', 'Garlic', 'Oregano']"
497,213,four_cheese_l,1,2015-01-04,13:20:39,four_cheese,L,17.95,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
498,214,ital_cpcllo_l,1,2015-01-04,13:39:16,ital_cpcllo,L,20.5,"The Italian Capocollo Pizza",Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","['Capocollo', 'Red Peppers', 'Tomatoes', 'Goat Cheese', 'Garlic', 'Oregano']"
499,214,ital_supr_m,1,2015-01-04,13:39:16,ital_supr,M,16.5,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
500,214,mexicana_s,1,2015-01-04,13:39:16,mexicana,S,12,"The Mexicana Pizza",Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","['Tomatoes', 'Red Peppers', 'Jalapeno Peppers', 'Red Onions', 'Cilantro', 'Corn', 'Chipotle Sauce', 'Garlic']"
501,214,spin_pesto_m,1,2015-01-04,13:39:16,spin_pesto,M,16.5,"The Spinach Pesto Pizza",Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","['Spinach', 'Artichokes', 'Tomatoes', 'Sun-dried Tomatoes', 'Garlic', 'Pesto Sauce']"
502,215,green_garden_s,1,2015-01-04,13:44:49,green_garden,S,12,"The Green Garden Pizza",Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","['Spinach', 'Mushrooms', 'Tomatoes', 'Green Olives', 'Feta Cheese']"
503,216,bbq_ckn_m,1,2015-01-04,14:31:56,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
504,216,five_cheese_l,1,2015-01-04,14:31:56,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
505,216,hawaiian_l,1,2015-01-04,14:31:56,hawaiian,L,16.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
506,217,classic_dlx_m,1,2015-01-04,14:35:03,classic_dlx,M,16,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
507,217,spinach_fet_s,1,2015-01-04,14:35:03,spinach_fet,S,12,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
508,218,spicy_ital_m,1,2015-01-04,14:35:11,spicy_ital,M,16.5,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
509,219,bbq_ckn_l,1,2015-01-04,14:42:01,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
510,219,five_cheese_l,1,2015-01-04,14:42:01,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
511,219,peppr_salami_m,1,2015-01-04,14:42:01,peppr_salami,M,16.5,"The Pepper Salami Pizza",Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","['Genoa Salami', 'Capocollo', 'Pepperoni', 'Tomatoes', 'Asiago Cheese', 'Garlic']"
512,219,spinach_fet_m,1,2015-01-04,14:42:01,spinach_fet,M,16,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
513,220,hawaiian_s,1,2015-01-04,15:31:59,hawaiian,S,10.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
514,220,ital_cpcllo_s,1,2015-01-04,15:31:59,ital_cpcllo,S,12,"The Italian Capocollo Pizza",Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","['Capocollo', 'Red Peppers', 'Tomatoes', 'Goat Cheese', 'Garlic', 'Oregano']"
515,220,napolitana_l,1,2015-01-04,15:31:59,napolitana,L,20.5,"The Napolitana Pizza",Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","['Tomatoes', 'Anchovies', 'Green Olives', 'Red Onions', 'Garlic']"
516,220,spicy_ital_l,1,2015-01-04,15:31:59,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
517,221,five_cheese_l,1,2015-01-04,15:33:18,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
518,221,prsc_argla_m,1,2015-01-04,15:33:18,prsc_argla,M,16.5,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
519,221,the_greek_s,1,2015-01-04,15:33:18,the_greek,S,12,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
520,222,four_cheese_l,1,2015-01-04,15:46:38,four_cheese,L,17.95,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
521,222,sicilian_s,1,2015-01-04,15:46:38,sicilian,S,12.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
522,223,pep_msh_pep_s,1,2015-01-04,16:08:20,pep_msh_pep,S,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers","['Pepperoni', 'Mushrooms', 'Green Peppers']"
523,224,ckn_alfredo_s,1,2015-01-04,16:39:58,ckn_alfredo,S,12.75,"The Chicken Alfredo Pizza",Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","['Chicken', 'Red Onions', 'Red Peppers', 'Mushrooms', 'Asiago Cheese', 'Alfredo Sauce']"
524,224,ital_supr_m,1,2015-01-04,16:39:58,ital_supr,M,16.5,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
525,224,napolitana_m,1,2015-01-04,16:39:58,napolitana,M,16,"The Napolitana Pizza",Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","['Tomatoes', 'Anchovies', 'Green Olives', 'Red Onions', 'Garlic']"
526,224,thai_ckn_l,1,2015-01-04,16:39:58,thai_ckn,L,20.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
527,225,bbq_ckn_l,1,2015-01-04,16:41:48,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
528,225,bbq_ckn_m,1,2015-01-04,16:41:48,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
529,225,southw_ckn_s,1,2015-01-04,16:41:48,southw_ckn,S,12.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
530,226,classic_dlx_l,1,2015-01-04,16:59:39,classic_dlx,L,20.5,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
531,227,bbq_ckn_m,1,2015-01-04,17:24:39,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
532,227,the_greek_m,1,2015-01-04,17:24:39,the_greek,M,16,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
533,228,ital_veggie_s,1,2015-01-04,17:31:24,ital_veggie,S,12.75,"The Italian Vegetables Pizza",Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","['Eggplant', 'Artichokes', 'Tomatoes', 'Zucchini', 'Red Peppers', 'Garlic', 'Pesto Sauce']"
534,229,ital_veggie_l,1,2015-01-04,17:37:57,ital_veggie,L,21,"The Italian Vegetables Pizza",Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","['Eggplant', 'Artichokes', 'Tomatoes', 'Zucchini', 'Red Peppers', 'Garlic', 'Pesto Sauce']"
535,229,prsc_argla_l,1,2015-01-04,17:37:57,prsc_argla,L,20.75,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
536,229,spin_pesto_s,1,2015-01-04,17:37:57,spin_pesto,S,12.5,"The Spinach Pesto Pizza",Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","['Spinach', 'Artichokes', 'Tomatoes', 'Sun-dried Tomatoes', 'Garlic', 'Pesto Sauce']"
537,230,thai_ckn_m,1,2015-01-04,17:58:38,thai_ckn,M,16.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
538,231,cali_ckn_l,1,2015-01-04,18:04:18,cali_ckn,L,20.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
539,231,napolitana_s,1,2015-01-04,18:04:18,napolitana,S,12,"The Napolitana Pizza",Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","['Tomatoes', 'Anchovies', 'Green Olives', 'Red Onions', 'Garlic']"
540,231,prsc_argla_s,1,2015-01-04,18:04:18,prsc_argla,S,12.5,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
541,232,bbq_ckn_m,1,2015-01-04,18:21:59,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
542,232,spinach_supr_l,1,2015-01-04,18:21:59,spinach_supr,L,20.75,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
543,233,spinach_fet_s,1,2015-01-04,18:26:51,spinach_fet,S,12,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
544,234,ckn_alfredo_m,1,2015-01-04,18:36:09,ckn_alfredo,M,16.75,"The Chicken Alfredo Pizza",Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","['Chicken', 'Red Onions', 'Red Peppers', 'Mushrooms', 'Asiago Cheese', 'Alfredo Sauce']"
545,234,ital_supr_s,1,2015-01-04,18:36:09,ital_supr,S,12.5,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
546,234,napolitana_m,1,2015-01-04,18:36:09,napolitana,M,16,"The Napolitana Pizza",Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","['Tomatoes', 'Anchovies', 'Green Olives', 'Red Onions', 'Garlic']"
547,235,cali_ckn_m,1,2015-01-04,18:51:30,cali_ckn,M,16.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
548,236,classic_dlx_l,1,2015-01-04,19:21:04,classic_dlx,L,20.5,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
549,236,green_garden_m,1,2015-01-04,19:21:04,green_garden,M,16,"The Green Garden Pizza",Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","['Spinach', 'Mushrooms', 'Tomatoes', 'Green Olives', 'Feta Cheese']"
550,237,green_garden_s,1,2015-01-04,19:27:48,green_garden,S,12,"The Green Garden Pizza",Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","['Spinach', 'Mushrooms', 'Tomatoes', 'Green Olives', 'Feta Cheese']"
551,238,spin_pesto_l,1,2015-01-04,19:45:15,spin_pesto,L,20.75,"The Spinach Pesto Pizza",Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","['Spinach', 'Artichokes', 'Tomatoes', 'Sun-dried Tomatoes', 'Garlic', 'Pesto Sauce']"
552,239,ital_supr_l,1,2015-01-04,19:57:52,ital_supr,L,20.75,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
553,239,thai_ckn_m,1,2015-01-04,19:57:52,thai_ckn,M,16.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
554,240,four_cheese_m,1,2015-01-04,20:10:24,four_cheese,M,14.75,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
555,241,sicilian_m,1,2015-01-04,20:11:25,sicilian,M,16.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
556,241,spinach_supr_l,1,2015-01-04,20:11:25,spinach_supr,L,20.75,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
557,242,calabrese_m,1,2015-01-04,20:15:29,calabrese,M,16.25,"The Calabrese Pizza",Supreme,"Â‘Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic","['\x91Nduja Salami', 'Pancetta', 'Tomatoes', 'Red Onions', 'Friggitello Peppers', 'Garlic']"
558,242,thai_ckn_l,1,2015-01-04,20:15:29,thai_ckn,L,20.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
559,242,veggie_veg_m,1,2015-01-04,20:15:29,veggie_veg,M,16,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
560,243,classic_dlx_l,1,2015-01-04,20:26:17,classic_dlx,L,20.5,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
561,243,spinach_supr_s,1,2015-01-04,20:26:17,spinach_supr,S,12.5,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
562,244,ital_supr_s,1,2015-01-04,20:26:22,ital_supr,S,12.5,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
563,244,spicy_ital_l,1,2015-01-04,20:26:22,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
564,245,bbq_ckn_l,1,2015-01-04,20:28:41,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
565,245,ckn_pesto_l,1,2015-01-04,20:28:41,ckn_pesto,L,20.75,"The Chicken Pesto Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Spinach', 'Garlic', 'Pesto Sauce']"
566,246,ckn_alfredo_m,1,2015-01-04,20:30:48,ckn_alfredo,M,16.75,"The Chicken Alfredo Pizza",Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","['Chicken', 'Red Onions', 'Red Peppers', 'Mushrooms', 'Asiago Cheese', 'Alfredo Sauce']"
567,246,pepperoni_l,1,2015-01-04,20:30:48,pepperoni,L,15.25,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
568,247,hawaiian_m,1,2015-01-04,20:55:29,hawaiian,M,13.25,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
569,247,sicilian_m,1,2015-01-04,20:55:29,sicilian,M,16.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
570,247,spinach_supr_s,1,2015-01-04,20:55:29,spinach_supr,S,12.5,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
571,248,hawaiian_s,1,2015-01-04,20:58:19,hawaiian,S,10.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
572,248,thai_ckn_l,1,2015-01-04,20:58:19,thai_ckn,L,20.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
573,249,bbq_ckn_l,1,2015-01-04,21:06:16,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
574,249,calabrese_s,1,2015-01-04,21:06:16,calabrese,S,12.25,"The Calabrese Pizza",Supreme,"Â‘Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic","['\x91Nduja Salami', 'Pancetta', 'Tomatoes', 'Red Onions', 'Friggitello Peppers', 'Garlic']"
575,250,four_cheese_m,1,2015-01-04,21:07:05,four_cheese,M,14.75,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
